Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2
2003 38 2;788;064033830640;7;0;0;0;0;0;0;1;0;1
2003 38 2;789;064034020673;7;0;0;0;0;0;0;1;0;1
2003 38 2;790;064033810547;11;0;0;1;0;1;0;0;0;0
2003 38 2;791;064033820965;11;1;0;0;0;0;0;1;0;1
2003 38 2;792;064033810545;11;0;0;1;0;1;0;0;0;0
2003 38 2;793;064033850604;11;0;0;0;0;1;0;0;0;1
2003 38 2;794;064033830740;11;0;0;0;0;0;0;1;0;0
2003 38 2;795;064033830742;11;0;0;0;0;0;0;1;0;0
2003 38 2;796;064033830741;11;0;0;0;0;0;0;1;0;0
2003 38 2;797;064033810543;11;0;0;1;0;1;0;0;0;0
2003 38 2;798;064033820507;11;0;0;0;0;0;0;1;0;1
2003 38 2;799;064033850017;11;0;0;0;0;0;0;1;0;1
2003 38 2;800;064033810972;11;0;1;0;0;1;0;0;1;0
2003 38 2;801;064033910419;11;0;0;0;0;1;0;0;0;1
2003 38 2;802;064033811027;11;1;1;0;0;0;0;1;0;1
2003 38 2;803;064033810544;11;0;0;1;0;1;0;0;0;0
2003 38 2;804;064033830689;3;0;0;0;0;0;0;1;0;1
2003 38 2;805;064033830649;3;0;0;0;0;0;0;1;0;1
2003 38 2;806;064033907069;3;0;1;0;0;1;0;0;0;0
2003 38 2;807;064033830629;3;0;0;0;0;0;0;1;0;1
2003 38 2;808;064033810617;3;0;1;0;0;0;0;1;0;1
2003 38 2;809;064033830643;3;0;0;0;0;0;0;1;0;1
2003 38 2;810;064033810548;3;0;0;1;0;1;0;0;0;0
2003 38 2;811;064033830673;3;0;0;0;0;0;0;1;0;1
2003 38 2;812;064033810930;12;0;1;0;0;1;0;0;1;0
2003 38 2;813;064033820924;12;0;0;0;0;0;0;1;0;0
2003 38 2;814;064033820890;12;0;0;0;0;0;0;1;0;1
2003 38 2;815;064033741161;12;0;0;0;0;0;0;1;0;0
2003 38 2;816;064033810882;12;0;0;0;0;1;0;0;0;0
2003 38 2;817;064033830753;12;0;0;1;0;0;0;1;0;1
2003 38 2;818;064033820770;12;0;0;0;0;0;0;1;0;0
2003 38 2;819;064033820883;12;0;0;0;0;0;0;1;0;1
2003 38 2;820;064033810935;12;0;1;0;0;0;0;1;0;1
2003 38 2;821;064033810883;12;0;0;0;0;1;0;0;0;0
2003 38 2;822;064033751048;12;0;0;0;0;0;0;1;0;0
2003 38 2;823;064033810733;12;0;0;0;0;1;0;0;0;0
2003 38 2;824;064033810934;12;0;1;0;0;1;0;0;1;0
2003 38 2;825;064033820855;12;0;0;0;0;0;0;1;0;1
2003 38 2;826;064033810808;12;0;0;0;0;1;0;0;0;0
2003 38 2;827;064033810947;2;0;1;0;0;1;0;0;1;0
2003 38 2;828;064033750832;2;0;0;0;0;0;0;1;0;0
2003 38 2;829;064033750029;2;1;0;1;0;1;0;0;0;0
2003 38 2;830;064033810873;2;0;1;0;0;1;0;0;0;0
2003 38 2;831;064033840801;2;0;0;0;0;0;0;1;0;0
2003 38 2;832;064033430338;2;0;0;0;0;1;1;0;0;1
2003 38 2;833;064033811031;2;0;1;0;0;0;0;1;0;1
2003 38 2;834;064033810830;2;0;0;0;0;1;0;0;0;0
2003 38 2;835;064033750948;2;0;1;0;0;0;0;1;0;1
2003 38 2;836;064033840688;2;0;0;0;0;0;0;1;0;1
2003 38 2;837;064033810554;2;0;1;0;0;1;0;0;1;0
2003 38 2;838;064033820880;2;1;0;0;0;0;0;1;0;1
2003 38 2;839;064033810590;2;0;1;0;0;1;0;0;1;0
2003 38 2;840;064033810551;10;0;0;1;0;1;0;0;0;0
2003 38 2;841;064033830359;10;0;0;0;0;0;0;1;0;1
2003 38 2;842;064033810867;10;0;1;0;0;1;0;0;0;0
2003 38 2;843;064033810519;10;0;0;0;0;1;0;0;0;0
2003 38 2;844;064033850659;10;0;0;0;0;0;0;1;0;1
2003 38 2;845;064033810529;10;0;1;0;0;1;0;0;0;0
2003 38 2;846;064033740756;10;1;0;0;0;0;0;1;0;0
2003 38 2;847;064033810032;4;0;0;1;0;1;0;0;0;0
2003 38 2;848;064033750709;4;0;0;0;0;1;0;0;0;0
2003 38 2;849;064033750714;4;0;0;0;0;1;0;0;0;0
2003 38 2;850;064033750626;4;0;0;0;0;1;0;0;0;0
2003 38 2;851;064033750910;4;0;0;1;0;0;0;1;0;0
2003 38 2;852;064033810977;4;0;1;0;0;1;0;0;1;0
2003 38 2;853;064033811071;4;0;0;0;0;1;0;0;0;1
2003 38 2;854;064033810716;4;1;0;0;0;1;0;0;0;1
2003 38 2;855;064033810908;4;0;0;0;0;1;0;0;0;0
2003 38 2;856;064033810968;4;0;0;1;0;1;0;0;0;0
2003 38 2;857;064033810847;4;0;0;0;0;1;0;0;0;0
2003 38 2;858;064033850426;4;0;0;0;0;1;0;0;0;1
2003 38 2;859;064033810651;4;0;0;0;0;1;0;0;0;0
2003 38 2;860;064033811076;4;0;0;1;0;1;0;0;0;0
2003 38 2;861;064033830358;12;0;0;0;0;0;0;1;0;0
2003 38 2;862;064033910559;12;0;0;0;0;0;0;1;0;1
2003 38 2;863;064033830026;12;0;0;0;0;0;0;1;0;0
2003 38 2;864;064033811044;12;0;1;0;0;1;0;0;1;0
2003 38 2;865;064033750789;13;1;0;0;0;0;0;1;0;0
2003 38 2;866;064033750786;13;1;0;0;0;0;0;1;0;0
2003 38 2;867;064033750790;13;1;0;0;0;0;0;1;0;0
2003 38 2;868;064033840914;13;0;0;0;0;0;0;1;0;1
2003 38 2;869;064033630334;13;0;0;0;0;1;0;0;0;0
2003 38 2;870;064033850779;13;0;0;0;0;0;0;1;0;1
2003 38 2;871;064033810920;13;0;0;0;0;1;0;0;0;0
2003 38 2;872;064033850776;13;0;0;0;0;0;0;1;0;1
2003 38 2;873;064033750787;13;1;0;0;0;0;0;1;0;0
2003 38 2;874;064033750788;13;1;0;0;0;0;0;1;0;0
2003 38 2;875;064033806803;14;1;0;1;0;1;0;0;0;0

