Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;LPRC15;LPRC16;LPRC17;LPRC18
2003 38 1;231;025033810862;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;232;025033820621;3;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;233;025033810259;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;234;025033830206;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;235;025033830172;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;236;025033810944;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;237;025033520108;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;238;025033810238;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1
2003 38 1;239;025033821084;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;240;025033820388;5;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;241;025033750078;5;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;242;025033810853;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;243;025033810119;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;244;025033810905;8;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;245;025033820233;8;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;246;025033820835;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;247;025033820867;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
2003 38 1;248;025033810855;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;249;025033750583;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;250;025033820919;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;251;025033810097;3;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;252;025033810160;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;253;025033630170;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;254;025033810378;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;255;025033810185;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;256;025033820410;5;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;257;025033810930;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;258;025033920027;22;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;259;025033810903;4;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1
2003 38 1;260;025033810473;4;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;261;025033820164;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
2003 38 1;262;025033820398;14;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;263;025033810894;14;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;264;025033820169;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1
2003 38 1;265;025033540182;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2003 38 1;266;025033810362;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;267;025033810464;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;268;025033820141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;269;025033930109;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;270;025033820275;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;271;025033810296;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;272;025033820253;3;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;273;025033810551;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;274;025033810538;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;275;025033820461;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
2003 38 1;276;025033810118;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;277;025033810124;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;278;025033810981;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;279;025033830165;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;280;025033820989;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
2003 38 1;281;025033821092;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;282;025033830303;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;283;025033750085;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;284;025033820950;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;285;025033810920;9;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;286;025033810596;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;287;025033920022;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;288;025033820645;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1
2003 38 1;289;025033930113;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;290;025033750784;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;291;025033840363;12;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;292;025033810222;12;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
2003 38 1;293;025033820046;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;294;025033820843;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;295;025034120230;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;296;025033820606;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;297;025033810649;11;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;298;025033810051;18;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1
2003 38 1;299;025033820095;7;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;300;025033750194;7;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;301;025033750327;7;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;302;025033820563;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;303;025033750604;7;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;304;025033810952;7;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;305;025033810978;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;306;025033720350;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;307;025033810564;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;308;025033821082;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;309;025033830176;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;310;025033820215;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
2003 38 1;311;025033810480;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;312;025033810190;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;313;025033820817;3;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1
2003 38 1;314;025033810242;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;315;025033810854;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;316;025033810087;3;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;317;025033730133;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;318;025033810976;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;319;025033810166;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;320;025033810503;9;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;321;025033850312;9;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0
2003 38 1;322;025033820741;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;323;025033820918;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;324;025033810292;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;325;025033810869;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;326;025033810159;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;327;025033810477;8;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;328;025033820460;8;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;329;025033810103;17;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2003 38 1;330;025033540191;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2003 38 1;331;025033810531;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
2003 38 1;332;025033810458;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;333;025033750086;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;334;025033830614;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;335;025033810956;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;336;025033810226;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;337;025033810210;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;338;025033810873;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;339;025033750103;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2003 38 1;340;025033810283;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1
2003 38 1;341;025033820967;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;342;025033810519;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1
2003 38 1;343;025033810251;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;344;025033820697;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;345;025033830182;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;346;025033820218;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
2003 38 1;347;025033810972;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;348;025033810365;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;349;025033820668;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;350;025034020430;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;351;025033810165;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;352;025033810969;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;353;025033820976;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;354;025033730183;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;355;025033810628;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;356;025033820237;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;357;025033930105;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;358;025033821095;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;359;025033810918;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
2003 38 1;360;025033820440;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1
2003 38 1;361;025033810943;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;362;025033820540;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;363;025033820786;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;364;025033810094;3;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;365;025033820905;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;366;025033830498;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;367;025033810162;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;368;025033810973;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;369;025034010259;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;370;025033820909;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
2003 38 1;371;025033821086;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;372;025033820421;3;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;373;025033820476;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;374;025033810195;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;375;025033830185;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;376;025033820204;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
2003 38 1;377;025033810201;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;378;025033810322;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;379;025033810072;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;380;025033810566;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;381;025033810471;4;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;382;025033810339;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;383;025033821053;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;384;025033810867;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;385;025033810610;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0
2003 38 1;386;025033810089;3;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;387;025033820819;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;388;025033810363;5;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;389;025033810942;5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;390;025033821059;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;391;025033810911;5;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
2003 38 1;392;025033930128;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;393;025033810299;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;394;025033810197;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;395;025033810376;3;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1
2003 38 1;396;025033810126;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2003 38 1;397;025033820650;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;398;025033810861;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;399;025033820988;13;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1
2003 38 1;400;025033810453;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;401;025033810257;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;402;025033820235;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;403;025033821093;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;404;025033830615;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;405;025033820155;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;406;025033810218;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
2003 38 1;407;025033810660;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;408;025033820153;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;409;025033810665;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;410;025034030113;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;411;025033810849;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;412;025033820551;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;413;025033810243;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;414;025033820767;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
2003 38 1;415;025033810202;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;416;025033830497;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;417;025033810857;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;418;025033810142;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;419;025034110002;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
2003 38 1;420;025033830169;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;421;025033540186;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
2003 38 1;422;025033810440;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;423;025033810430;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;424;025033810431;17;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2003 38 1;425;025033820939;9;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;426;025033810900;9;0;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1
2003 38 1;427;025033810872;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;428;025034020446;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
2003 38 1;429;025033810484;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;430;025033810350;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;431;025033750102;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
2003 38 1;432;025033810213;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;433;025033830197;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;434;025033820209;2;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0
2003 38 1;435;025033810928;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2003 38 1;436;025033820721;8;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
2003 38 1;437;025033810680;8;1;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1
2003 38 1;438;025033810961;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;439;025034010242;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;440;025033820703;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1
2003 38 1;441;025033821066;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;442;025033820844;11;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;443;025033820880;11;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1
2003 38 1;444;025033810933;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;445;025033830124;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0
2003 38 1;446;025033830616;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1
2003 38 1;447;025033810916;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 38 1;448;025034020426;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0
2003 38 1;449;025033810924;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
2003 38 1;450;025033810955;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;451;025033820628;3;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
2003 38 1;452;025033810291;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;453;025033810326;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;454;025033830207;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;455;025033830189;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
2003 38 1;456;025033810323;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0
2003 38 1;457;025033820084;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
2003 38 1;458;025033810225;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
2003 38 1;459;025033810132;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2003 38 1;460;025034020135;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0
