Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2
2003 38 2;788;064033520064;9;0;0;0;0;1;1;0;0;0
2003 38 2;789;064033741157;9;0;1;0;0;0;0;1;0;0
2003 38 2;790;064033850659;10;0;0;0;0;0;0;1;0;1
2003 38 2;791;064033810519;10;0;0;0;0;1;0;0;0;0
2003 38 2;792;064033850603;10;0;0;0;0;1;0;0;0;1
2003 38 2;793;064033750833;10;0;0;1;0;0;0;1;0;0
2003 38 2;794;064033830631;1;0;0;0;0;0;0;1;0;1
2003 38 2;795;064033830607;1;0;0;0;0;0;0;1;0;1
2003 38 2;796;064033830603;1;0;0;0;0;0;0;1;0;1
2003 38 2;797;064033811089;5;0;0;0;0;1;0;0;0;0
2003 38 2;798;064033810636;5;0;1;0;0;1;0;0;1;0
2003 38 2;799;064033840750;5;0;0;0;0;0;0;1;0;1
2003 38 2;800;064033840689;5;0;0;0;0;0;0;1;0;1
2003 38 2;801;064033810895;5;0;1;0;0;1;0;0;0;0
2003 38 2;802;064033830600;1;0;0;0;0;0;0;1;0;1
2003 38 2;803;064033830599;1;0;0;0;0;0;0;1;0;1
2003 38 2;804;064033830593;1;0;0;0;0;0;0;1;0;1
2003 38 2;805;064033811244;1;0;0;0;0;0;0;1;0;0
2003 38 2;806;064033810758;1;0;1;0;0;1;0;0;0;1
2003 38 2;807;064033830637;1;0;0;0;0;0;0;1;0;1
2003 38 2;808;064033830357;1;0;0;0;0;0;0;1;0;0
2003 38 2;809;064033830641;1;0;0;0;0;0;0;1;0;1
2003 38 2;810;064033830642;1;0;0;0;0;0;0;1;0;1
2003 38 2;811;064033810635;5;0;1;0;0;1;0;0;1;0
2003 38 2;812;064033840678;5;0;0;0;0;0;0;1;0;1
2003 38 2;813;064033850756;5;0;1;0;0;1;0;0;0;1
2003 38 2;814;064033850020;5;0;0;0;0;0;0;1;0;0
2003 38 2;815;064033810956;5;0;0;0;0;1;0;0;0;0
2003 38 2;816;064033850835;5;0;0;0;0;0;0;1;0;1
2003 38 2;817;064033850283;5;0;1;0;0;1;0;0;0;1
2003 38 2;818;064033810884;5;0;0;1;0;1;0;0;0;0
2003 38 2;819;064033850781;5;0;0;0;0;0;0;1;0;1
2003 38 2;820;064033850777;5;0;0;0;0;0;0;1;0;1
2003 38 2;821;064033810714;5;0;0;0;0;0;0;1;0;0
2003 38 2;822;064033850580;5;0;0;0;0;1;0;0;0;1
2003 38 2;823;064033810811;5;0;0;0;0;1;0;0;0;0
2003 38 2;824;064033830686;1;0;0;0;0;0;0;1;0;1
2003 38 2;825;064033840831;1;0;0;0;0;0;0;1;0;1
2003 38 2;826;064033840707;1;0;0;0;0;0;0;1;0;1
2003 38 2;827;064033810530;1;0;1;0;0;1;0;0;1;0
2003 38 2;828;064033840692;1;0;0;0;0;0;0;1;0;1
2003 38 2;829;064033840677;1;0;0;0;0;0;0;1;0;1
2003 38 2;830;064033850778;1;0;0;0;0;0;0;1;0;1
2003 38 2;831;064033750792;1;1;0;0;0;0;0;1;0;0
2003 38 2;832;064033910737;7;0;0;0;0;1;0;0;0;1
2003 38 2;833;064033910740;7;0;0;0;0;1;0;0;0;1
2003 38 2;834;064033850649;7;0;0;0;0;0;0;1;0;1
2003 38 2;835;064033910755;7;0;0;0;0;1;0;0;0;1
2003 38 2;836;064033810551;10;0;0;1;0;1;0;0;0;0
2003 38 2;837;064033830636;8;0;0;0;0;0;0;1;0;1
2003 38 2;838;064033830685;8;0;0;0;0;0;0;1;0;1
2003 38 2;839;064033830665;8;0;0;0;0;0;0;1;0;1
2003 38 2;840;064033830656;8;0;0;0;0;0;0;1;0;1
2003 38 2;841;064033811048;5;0;0;0;0;1;0;0;0;0
2003 38 2;842;064033810856;5;0;1;0;0;1;0;0;0;0
2003 38 2;843;064033850611;5;0;0;0;0;0;0;1;0;1
2003 38 2;844;064033810734;5;1;0;1;0;1;0;0;0;0
2003 38 2;845;064033810857;5;0;1;0;0;1;0;0;0;0
2003 38 2;846;064033850606;5;0;0;0;0;0;0;1;0;1
2003 38 2;847;064033810629;5;0;1;0;0;1;0;0;1;0
2003 38 2;848;064033850782;1;0;0;0;0;0;0;1;0;1
2003 38 2;849;064033850729;1;0;0;0;0;0;0;1;0;1
2003 38 2;850;064033840029;1;0;0;0;0;0;0;1;0;0
2003 38 2;851;064033810738;1;0;1;0;0;0;0;1;0;1
2003 38 2;852;064033810656;1;0;0;0;0;1;0;0;0;0
2003 38 2;853;064033850064;1;0;0;0;0;0;0;1;0;1
2003 38 2;854;064033910680;1;0;0;0;0;0;0;1;0;0
2003 38 2;855;064033850063;1;0;0;0;0;0;0;1;0;1
2003 38 2;856;064033850430;1;0;0;0;0;0;0;1;0;1
2003 38 2;857;064033810655;1;1;0;0;0;1;0;0;0;0
2003 38 2;858;064033850573;1;0;0;0;0;0;0;1;0;1
2003 38 2;859;064033850536;1;0;0;0;0;0;0;1;0;1
2003 38 2;860;064033850428;1;0;0;0;0;0;0;1;0;1
2003 38 2;861;064033910635;1;0;0;0;0;0;0;1;0;1
2003 38 2;862;064033810646;5;0;1;0;0;1;0;0;1;0
2003 38 2;863;064033810845;5;0;0;0;0;1;0;0;0;0
2003 38 2;864;064033750960;13;0;0;1;0;0;0;1;0;0
2003 38 2;865;064033910742;7;0;0;0;0;1;0;0;0;1
2003 38 2;866;064033910510;7;0;0;0;0;1;0;0;0;1
2003 38 2;867;064033830667;8;0;0;0;0;0;0;1;0;1
2003 38 2;868;064033830687;8;0;0;0;0;0;0;1;0;1
2003 38 2;869;064033830640;8;0;0;0;0;0;0;1;0;1
2003 38 2;870;064034020673;8;0;0;0;0;0;0;1;0;1
2003 38 2;871;064033811007;9;0;0;0;0;1;0;0;0;0
2003 38 2;872;064033810533;9;0;0;1;0;1;0;0;0;0
2003 38 2;873;064033740022;9;0;1;0;1;0;0;1;0;0
2003 38 2;874;064033610725;9;0;0;0;0;1;1;0;0;0
2003 38 2;875;064033810021;9;0;1;0;0;1;0;0;1;0
