Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12
2003 39 1;535;048033810052;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;536;048033820051;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;537;048033910091;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;538;048033910099;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;539;048033910640;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;540;048033710675;7;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;541;048033830074;6;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
2003 39 1;542;048033910893;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;543;048033910161;3;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;544;048033830347;3;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;545;048033840006;3;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;546;048033910502;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;547;048033910920;3;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2003 39 1;548;048033910429;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;549;048033830349;3;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;550;048033910864;9;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;551;048033860092;6;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0
2003 39 1;552;048033910421;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2003 39 1;553;048033810426;4;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;554;048033730636;11;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;555;048033910244;11;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;556;048033910571;11;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;557;048033850197;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;558;048033910957;12;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;559;048033910110;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;560;048033910484;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;561;048033840045;3;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;562;048033910247;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;563;048033910119;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;564;048033910901;3;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;565;048033910096;11;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;566;048033911036;11;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0
2003 39 1;567;048033910250;10;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0
2003 39 1;568;048033910294;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;569;048033920082;6;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0
2003 39 1;570;048033860056;2;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
2003 39 1;571;048033910106;9;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;572;048033910048;9;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;573;048033840053;5;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2003 39 1;574;048033910213;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;575;048033910627;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;576;048033910569;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;577;048033910584;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;578;048033820100;3;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;579;048033860124;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
2003 39 1;580;048033910109;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
2003 39 1;581;048033910098;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;582;048033820062;5;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;583;048033910105;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;584;048033910246;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;585;048033910964;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;586;048033910038;2;1;1;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0
2003 39 1;587;048033830185;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
2003 39 1;588;048033910148;3;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
2003 39 1;589;048033910097;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
2003 39 1;590;048033910917;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;591;048033910356;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;592;048033820537;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;593;048033860063;3;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;594;048033910240;3;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;595;048033910335;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2003 39 1;596;048033820193;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2003 39 1;597;048033730127;7;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2003 39 1;598;048033911008;7;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2003 39 1;599;048033910915;2;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
2003 39 1;600;048033710622;6;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0
